list_position,jmdict_id,term,reading,frequency_rank,matched_frequency_word,matched_frequency_reading,match_kind,normalized_match,homograph_candidate_ids,homograph_ambiguous,high_priority,variant_count,review_group_count,review_field_count,representative_bank,representative_row_index_zero_based
4049,1541290,有効,ゆうこう,4665,有効,ゆうこう,definition_variant,False,1541290,False,True,1,1,4,term_bank_50.json,574
4050,1538590,油,あぶら,4666,油,あぶら,definition_variant,False,1538590,False,True,1,1,3,term_bank_50.json,110
4051,2117880,その気になる,そのきになる,4667,その気になる,そのきになる,definition_variant,False,2117880,False,False,1,1,4,term_bank_107.json,241
4052,1288940,今に,いまに,4668,今に,いまに,definition_variant,False,1288940,False,True,1,1,3,term_bank_26.json,405
4053,1006460,ずれる,ずれる,4669,ずれる,ずれる,definition_variant,False,1006460,False,True,2,1,11,term_bank_1.json,1483
4054,2731770,ず,ず,4670,ず,ず,definition_variant,False,2731770;2829645,True,False,2,1,2,term_bank_164.json,1239
4055,2829645,ず,ず,4670,ず,ず,definition_variant,False,2731770;2829645,True,False,1,1,9,term_bank_177.json,1084
4056,1050590,コピー,コピー,4671,コピー,コピー,definition_variant,False,1050590,False,True,1,1,6,term_bank_5.json,657
4057,1218370,危うく,あやうく,4673,危うく,あやうく,definition_variant,False,1218370,False,True,1,1,5,term_bank_19.json,863
4058,1004080,ぐっと,ぐっと,4674,ぐっと,ぐっと,definition_variant,False,1004080,False,False,2,1,16,term_bank_1.json,982
4059,1180190,押し寄せる,おしよせる,4676,押し寄せる,おしよせる,definition_variant,False,1180190,False,False,1,1,11,term_bank_15.json,1407
4060,1404340,息を吐く,いきをつく,4678,息を吐く,いきをつく,definition_variant,False,1404340,False,False,3,1,3,term_bank_37.json,961
4061,1580300,手のひら,てのひら,4679,手のひら,てのひら,definition_variant,False,1580300,False,True,5,1,2,term_bank_54.json,1024
4062,1270280,ご機嫌,ごきげん,4680,ご機嫌,ごきげん,definition_variant,False,1270280,False,False,2,1,17,term_bank_24.json,943
4063,1464900,日曜日,にちようび,4683,日曜日,にちようび,definition_variant,False,1464900,False,True,1,1,2,term_bank_43.json,609
4064,1351530,衝動,しょうどう,4684,衝動,しょうどう,definition_variant,False,1351530,False,True,1,1,4,term_bank_32.json,290
4065,1456850,突きつける,つきつける,4685,突きつける,つきつける,definition_variant,False,1456850,False,False,2,1,7,term_bank_42.json,867
4066,1367960,人質,ひとじち,4687,人質,ひとじち,definition_variant,False,1367960,False,True,1,1,2,term_bank_33.json,1598
4067,1288500,惚れる,ほれる,4689,惚れる,ほれる,definition_variant,False,1288500,False,True,3,2,26,term_bank_26.json,315
4068,1103620,ヒーロー,ヒーロー,4690,ヒーロー,ヒーロー,definition_variant,False,1103620,False,True,1,1,2,term_bank_9.json,389
4069,1340820,述べる,のべる,4691,述べる,のべる,definition_variant,False,1340820,False,True,3,1,6,term_bank_31.json,261
4070,2650010,修行,しゅぎょう,4692,修行,しゅぎょう,definition_variant,False,2650010,False,True,2,1,5,term_bank_156.json,1537
4071,2833392,ご案内,ごあんない,4693,ご案内,ごあんない,definition_variant,False,2833392,False,False,2,2,24,term_bank_181.json,317
4072,1216060,関連,かんれん,4694,関連,かんれん,definition_variant,False,1216060,False,True,2,1,4,term_bank_19.json,424
4073,1012870,ややこしい,ややこしい,4695,ややこしい,ややこしい,definition_variant,False,1012870,False,True,2,1,7,term_bank_2.json,773
4074,1516510,放り出す,ほうりだす,4696,放り出す,ほうりだす,definition_variant,False,1516510,False,False,1,1,12,term_bank_48.json,108
4075,1598670,時折,ときおり,4697,時折,ときおり,definition_variant,False,1598670,False,True,5,1,6,term_bank_57.json,1433
4076,1406210,存分,ぞんぶん,4698,存分,ぞんぶん,definition_variant,False,1406210,False,True,1,1,7,term_bank_37.json,1263
4077,1507540,平然,へいぜん,4699,平然,へいぜん,definition_variant,False,1507540,False,False,1,1,5,term_bank_47.json,425
4078,1417330,単語,たんご,4700,単語,たんご,definition_variant,False,1417330,False,True,1,1,3,term_bank_38.json,1379
4079,1595090,銀,ぎん,4701,銀,ぎん,definition_variant,False,1595090,False,True,1,1,11,term_bank_57.json,105
4080,1305210,仕草,しぐさ,4702,仕草,しぐさ,definition_variant,False,1305210,False,True,3,1,10,term_bank_27.json,1446
4081,1403110,像,ぞう,4703,像,ぞう,definition_variant,False,1403110,False,True,1,1,11,term_bank_37.json,687
4082,1585060,雷,かみなり,4704,雷,かみなり,definition_variant,False,1585060,False,True,1,1,8,term_bank_55.json,417
4083,1394010,前方,ぜんぽう,4705,前方,ぜんぽう,definition_variant,False,1394010,False,True,1,1,5,term_bank_36.json,792
4084,1491570,不快,ふかい,4706,不快,ふかい,definition_variant,False,1491570,False,True,1,1,6,term_bank_45.json,1481
4085,1311200,私自身,わたしじしん,4707,私自身,わたしじしん,definition_variant,False,1311200,False,True,2,1,2,term_bank_28.json,498
4086,1982210,そう言えば,そういえば,4708,そう言えば,そういえば,definition_variant,False,1982210,False,True,1,1,6,term_bank_93.json,1476
4087,1435380,定める,さだめる,4709,定める,さだめる,definition_variant,False,1435380,False,True,1,1,11,term_bank_40.json,747
4088,1609750,恋する,こいする,4710,恋する,こいする,definition_variant,False,1609750,False,True,1,1,3,term_bank_59.json,1312
4089,1338720,出迎える,でむかえる,4711,出迎える,でむかえる,definition_variant,False,1338720,False,True,1,1,3,term_bank_30.json,1931
4090,1001370,おっぱい,おっぱい,4712,おっぱい,おっぱい,definition_variant,False,1001370,False,True,2,1,6,term_bank_1.json,239
4091,1113060,ふわふわ,ふわふわ,4713,ふわふわ,ふわふわ,definition_variant,False,1113060,False,True,2,1,10,term_bank_9.json,1878
4092,1591210,基準,きじゅん,4714,基準,きじゅん,definition_variant,False,1591210,False,True,2,1,8,term_bank_56.json,713
4093,2060470,お方,おかた,4715,お方,おかた,definition_variant,False,2060470,False,False,3,1,3,term_bank_101.json,974
4094,1131990,ミルク,ミルク,4716,ミルク,ミルク,definition_variant,False,1131990,False,True,1,1,8,term_bank_11.json,696
4095,1212270,感じ取る,かんじとる,4717,感じ取る,かんじとる,definition_variant,False,1212270,False,True,2,1,6,term_bank_18.json,1721
4096,2654380,当然のこと,とうぜんのこと,4718,当然のこと,とうぜんのこと,definition_variant,False,2654380,False,False,2,1,3,term_bank_157.json,394
4097,1517100,方面,ほうめん,4719,方面,ほうめん,definition_variant,False,1517100,False,True,1,1,9,term_bank_48.json,192
4098,1204070,外部,がいぶ,4721,外部,がいぶ,definition_variant,False,1204070,False,True,1,1,6,term_bank_18.json,44
4099,1199040,解消,かいしょう,4722,解消,かいしょう,definition_variant,False,1199040,False,True,1,1,5,term_bank_17.json,1046
4100,2190820,姉ちゃん,ねえちゃん,4723,姉ちゃん,ねえちゃん,definition_variant,False,2190820,False,False,1,1,5,term_bank_114.json,1235
4101,1604830,向こう側,むこうがわ,4725,向こう側,むこうがわ,definition_variant,False,1604830,False,True,2,1,4,term_bank_58.json,1808
4102,1330510,収穫,しゅうかく,4726,収穫,しゅうかく,definition_variant,False,1330510,False,True,1,1,12,term_bank_30.json,458
4103,1428260,挑発,ちょうはつ,4727,挑発,ちょうはつ,definition_variant,False,1428260,False,True,2,1,6,term_bank_39.json,1460
4104,1609270,色んな,いろんな,4728,色んな,いろんな,definition_variant,False,1609270,False,True,1,1,6,term_bank_59.json,1216
4105,2856587,おはよ,おはよ,4729,おはよ,おはよ,definition_variant,False,2856587,False,False,1,1,3,term_bank_203.json,250
4106,2836134,足を止める,あしをとめる,4731,足を止める,あしをとめる,definition_variant,False,2836134,False,False,2,1,3,term_bank_183.json,1664
4107,1164440,一族,いちぞく,4732,一族,いちぞく,definition_variant,False,1164440,False,True,1,1,5,term_bank_14.json,201
4108,1611820,耳元,みみもと,4733,耳元,みみもと,definition_variant,False,1611820,False,True,2,1,3,term_bank_59.json,1767
4109,1623520,第三,だいさん,4734,第三,だいさん,definition_variant,False,1623520,False,False,2,1,2,term_bank_60.json,1799
4110,1157080,為,ため,4735,為,ため,definition_variant,False,1157080,False,True,3,2,36,term_bank_13.json,819
4111,1006140,すっと,すっと,4736,すっと,すっと,definition_variant,False,1006140,False,True,4,2,24,term_bank_1.json,1425
4112,2253230,二人きり,ふたりきり,4738,二人きり,ふたりきり,definition_variant,False,2253230,False,False,4,1,3,term_bank_121.json,758
4113,2412540,ちゃった,ちゃった,4739,ちゃった,ちゃった,definition_variant,False,2412540,False,False,1,1,4,term_bank_134.json,1577
4114,1522950,本体,ほんたい,4740,本体,ほんたい,definition_variant,False,1522950,False,True,1,1,12,term_bank_48.json,1201
4115,1176950,演出,えんしゅつ,4742,演出,えんしゅつ,definition_variant,False,1176950,False,True,1,1,8,term_bank_15.json,747
4116,1419370,弾く,ひく,4743,弾く,ひく,definition_variant,False,1419370,False,True,1,1,3,term_bank_38.json,1881
4117,1252360,警告,けいこく,4744,警告,けいこく,definition_variant,False,1252360,False,True,1,1,5,term_bank_22.json,1486
4118,1017760,アパート,アパート,4746,アパート,アパート,definition_variant,False,1017760,False,True,1,1,8,term_bank_2.json,1556
4119,1017590,アニメ,アニメ,4747,アニメ,アニメ,definition_variant,False,1017590,False,True,1,1,6,term_bank_2.json,1529
4120,1356690,状,じょう,4748,状,じょう,definition_variant,False,1356690,False,True,1,1,10,term_bank_32.json,1255
4121,1475770,迫力,はくりょく,4749,迫力,はくりょく,definition_variant,False,1475770,False,True,1,1,10,term_bank_44.json,608
4122,1390660,戦力,せんりょく,4750,戦力,せんりょく,definition_variant,False,1390660,False,True,1,1,7,term_bank_36.json,188
4123,1310640,止む,やむ,4751,止む,やむ,definition_variant,False,1310640,False,True,5,1,5,term_bank_28.json,399
4124,1481640,班,はん,4752,班,はん,definition_variant,False,1481640,False,True,1,1,7,term_bank_44.json,1709
4125,2778400,頼むから,たのむから,4754,頼むから,たのむから,definition_variant,False,2778400,False,False,1,1,4,term_bank_169.json,238
4126,1175170,駅前,えきまえ,4755,駅前,えきまえ,definition_variant,False,1175170,False,True,1,1,2,term_bank_15.json,395
4127,1559140,練る,ねる,4756,練る,ねる,definition_variant,False,1559140,False,True,4,2,38,term_bank_52.json,160
4128,2038230,なりに,なりに,4757,なりに,なりに,definition_variant,False,2038230,False,True,1,1,3,term_bank_99.json,566
4129,1001870,お見舞い,おみまい,4758,お見舞い,おみまい,definition_variant,False,1001870,False,False,2,1,16,term_bank_1.json,366
4130,2008200,こんな風に,こんなふうに,4760,こんな風に,こんなふうに,definition_variant,False,2008200,False,False,1,1,3,term_bank_96.json,932
4131,2512440,お迎え,おむかえ,4761,お迎え,おむかえ,definition_variant,False,2512440,False,False,1,1,8,term_bank_143.json,1077
4132,1096420,ハンカチ,ハンカチ,4762,ハンカチ,ハンカチ,definition_variant,False,1096420,False,True,1,1,3,term_bank_8.json,1314
4133,1537760,矢,や,4763,矢,や,definition_variant,False,1537760,False,True,4,1,4,term_bank_49.json,1921
4134,1067040,スープ,スープ,4764,スープ,スープ,definition_variant,False,1067040,False,True,1,1,2,term_bank_6.json,1066
4135,1554860,力を入れる,ちからをいれる,4765,力を入れる,ちからをいれる,definition_variant,False,1554860,False,False,1,1,6,term_bank_51.json,1323
4136,1244500,苦笑,くしょう,4766,苦笑,くしょう,definition_variant,False,1244500,False,True,1,1,4,term_bank_21.json,1815
4137,1327840,手助け,てだすけ,4767,手助け,てだすけ,definition_variant,False,1327840,False,True,1,1,3,term_bank_29.json,1898
4138,1333810,醜い,みにくい,4768,醜い,みにくい,definition_variant,False,1333810,False,True,2,1,10,term_bank_30.json,1027
4139,1263500,現に,げんに,4769,現に,げんに,definition_variant,False,1263500,False,True,1,1,2,term_bank_23.json,1674
4140,2158960,分かんない,わかんない,4771,分かんない,わかんない,definition_variant,False,2158960,False,False,4,2,10,term_bank_111.json,702
4141,1275210,効率,こうりつ,4772,効率,こうりつ,definition_variant,False,1275210,False,True,1,1,2,term_bank_24.json,1778
4142,1481610,犯罪者,はんざいしゃ,4773,犯罪者,はんざいしゃ,definition_variant,False,1481610,False,True,1,1,3,term_bank_44.json,1704
4143,2846256,いいって言う,いいっていう,4774,いいって言う,いいっていう,definition_variant,False,2846256,False,False,3,1,3,term_bank_193.json,746
4144,1426100,仲良し,なかよし,4775,仲良し,なかよし,definition_variant,False,1426100,False,True,3,1,10,term_bank_39.json,1005
4145,1877330,細かく,こまかく,4776,細かく,こまかく,definition_variant,False,1877330,False,True,1,1,2,term_bank_85.json,877
4146,1610460,連れてくる,つれてくる,4777,連れてくる,つれてくる,definition_variant,False,1610460,False,True,3,1,2,term_bank_59.json,1451
4147,1508540,閉ざす,とざす,4778,閉ざす,とざす,definition_variant,False,1508540,False,True,2,1,16,term_bank_47.json,607
4148,1596990,ただただ,ただただ,4779,ただただ,ただただ,definition_variant,False,1596990,False,False,5,1,8,term_bank_57.json,778
4149,1278860,抗議,こうぎ,4780,抗議,こうぎ,definition_variant,False,1278860,False,True,1,1,3,term_bank_25.json,402
4150,1119530,ベスト,ベスト,4781,ベスト,ベスト,definition_variant,False,1119530;2856634,True,True,1,1,2,term_bank_10.json,834
4151,2856634,ベスト,ベスト,4781,ベスト,ベスト,definition_variant,False,1119530;2856634,True,True,2,1,3,term_bank_203.json,329
4152,2213310,どうせなら,どうせなら,4783,どうせなら,どうせなら,definition_variant,False,2213310,False,False,1,1,5,term_bank_116.json,1821
4153,1180260,押し込む,おしこむ,4784,押し込む,おしこむ,definition_variant,False,1180260,False,True,2,1,8,term_bank_15.json,1432
4154,1333340,襲撃,しゅうげき,4786,襲撃,しゅうげき,definition_variant,False,1333340,False,True,1,1,5,term_bank_30.json,965
4155,1264290,言い返す,いいかえす,4787,言い返す,いいかえす,definition_variant,False,1264290,False,True,1,1,8,term_bank_23.json,1853
4156,1312280,試みる,こころみる,4788,試みる,こころみる,definition_variant,False,1312280,False,True,1,1,4,term_bank_28.json,767
4157,1029150,エッチ,エッチ,4790,エッチ,エッチ,definition_variant,False,1029150,False,True,7,4,80,term_bank_3.json,1402
4158,1273170,公,おおやけ,4793,公,おおやけ,definition_variant,False,1273170,False,True,1,1,12,term_bank_24.json,1487
4159,1524860,枕,まくら,4794,枕,まくら,definition_variant,False,1524860,False,True,1,1,5,term_bank_48.json,1536
4160,2034500,自分の力,じぶんのちから,4795,自分の力,じぶんのちから,definition_variant,False,2034500,False,False,1,1,3,term_bank_98.json,1813
4161,1172440,嘘をつく,うそをつく,4796,嘘をつく,うそをつく,definition_variant,False,1172440,False,False,7,2,6,term_bank_14.json,1858
4162,1483780,疲労,ひろう,4797,疲労,ひろう,definition_variant,False,1483780,False,True,1,1,6,term_bank_45.json,166
4163,2831508,かと思えば,かとおもえば,4798,かと思えば,かとおもえば,definition_variant,False,2831508,False,False,1,1,8,term_bank_179.json,762
4164,1634270,見つけ出す,みつけだす,4799,見つけ出す,みつけだす,definition_variant,False,1634270,False,False,2,1,4,term_bank_61.json,1894
4165,1347490,唱える,となえる,4800,唱える,となえる,definition_variant,False,1347490,False,True,1,1,10,term_bank_31.json,1453
4166,2019080,知らず,しらず,4801,知らず,しらず,definition_variant,False,2019080,False,False,2,1,9,term_bank_97.json,978
4167,1535670,目つき,めつき,4802,目つき,めつき,definition_variant,False,1535670,False,True,2,1,4,term_bank_49.json,1561
4168,1422990,着せる,きせる,4804,着せる,きせる,definition_variant,False,1422990,False,True,2,1,14,term_bank_39.json,542
4169,1392500,鮮やか,あざやか,4806,鮮やか,あざやか,definition_variant,False,1392500,False,True,1,1,15,term_bank_36.json,587
4170,1358800,尻尾,しっぽ,4807,尻尾,しっぽ,definition_variant,False,1358800,False,True,2,1,5,term_bank_32.json,1669
4171,2117870,その気,そのき,4808,その気,そのき,definition_variant,False,2117870,False,False,1,1,4,term_bank_107.json,239
4172,1431680,沈める,しずめる,4809,沈める,しずめる,definition_variant,False,1431680,False,True,1,1,6,term_bank_40.json,52
4173,1366000,進化,しんか,4810,進化,しんか,definition_variant,False,1366000,False,True,1,1,7,term_bank_33.json,1287
4174,2009800,ましてや,ましてや,4811,ましてや,ましてや,definition_variant,False,2009800,False,False,2,1,3,term_bank_96.json,1240
4175,2840123,そんな中,そんななか,4812,そんな中,そんななか,definition_variant,False,2840123,False,True,1,1,4,term_bank_187.json,1536
4176,2834138,思い切り,おもいきり,4813,思い切り,おもいきり,definition_variant,False,2834138,False,True,2,2,32,term_bank_181.json,1824
4177,1173990,栄養,えいよう,4814,栄養,えいよう,definition_variant,False,1173990,False,True,2,1,3,term_bank_15.json,194
4178,1578700,工場,こうじょう,4815,工場,こうじょう,definition_variant,False,1578700,False,True,2,2,10,term_bank_54.json,530
4179,1586440,温める,あたためる,4816,温める,あたためる,definition_variant,False,1586440,False,True,4,2,20,term_bank_55.json,899
4180,1527770,未知,みち,4817,未知,みち,definition_variant,False,1527770,False,True,1,1,4,term_bank_49.json,131
4181,1426290,昼休み,ひるやすみ,4818,昼休み,ひるやすみ,definition_variant,False,1426290,False,True,1,1,3,term_bank_39.json,1043
4182,1598860,飛び降りる,とびおりる,4819,飛び降りる,とびおりる,definition_variant,False,1598860,False,True,3,1,5,term_bank_57.json,1504
4183,1171680,羽,はね,4820,羽,はね,definition_variant,False,1171680,False,True,3,2,28,term_bank_14.json,1670
4184,1247510,群れ,むれ,4822,群れ,むれ,definition_variant,False,1247510,False,True,1,1,11,term_bank_22.json,452
4185,1530890,無防備,むぼうび,4823,無防備,むぼうび,definition_variant,False,1530890,False,False,1,1,4,term_bank_49.json,662
4186,1310050,指輪,ゆびわ,4824,指輪,ゆびわ,definition_variant,False,1310050,False,True,2,1,2,term_bank_28.json,300
4187,2059550,耳にする,みみにする,4825,耳にする,みみにする,definition_variant,False,2059550,False,False,1,1,5,term_bank_101.json,792
4188,1387870,先週,せんしゅう,4826,先週,せんしゅう,definition_variant,False,1387870,False,True,1,1,3,term_bank_35.json,1574
4189,1374700,制限,せいげん,4827,制限,せいげん,definition_variant,False,1374700,False,True,1,1,5,term_bank_34.json,885
4190,2854341,まともに,まともに,4828,まともに,まともに,definition_variant,False,2854341,False,False,2,1,14,term_bank_201.json,207
4191,2081180,意,い,4830,意,い,definition_variant,False,2081180,False,False,1,1,5,term_bank_103.json,1023
4192,2722470,いい話,いいはなし,4831,いい話,いいはなし,definition_variant,False,2722470,False,False,3,1,3,term_bank_163.json,1582
4193,1321130,実在,じつざい,4832,実在,じつざい,definition_variant,False,1321130,False,True,1,1,4,term_bank_29.json,425
4194,1445740,怒鳴る,どなる,4833,怒鳴る,どなる,definition_variant,False,1445740,False,True,2,1,3,term_bank_41.json,739
4195,1241470,禁じる,きんじる,4834,禁じる,きんじる,definition_variant,False,1241470,False,True,1,1,8,term_bank_21.json,1316
4196,2251030,たった一人,たったひとり,4835,たった一人,たったひとり,definition_variant,False,2251030,False,False,3,1,4,term_bank_121.json,246
4197,1490160,病,やまい,4836,病,やまい,definition_variant,False,1490160,False,True,1,1,6,term_bank_45.json,1243
4198,1043380,クール,クール,4837,クール,クール,definition_variant,False,1043380;2857250;2857251,True,True,1,1,8,term_bank_4.json,1540
4199,2857250,クール,クール,4837,クール,クール,definition_variant,False,1043380;2857250;2857251,True,False,1,1,1,term_bank_203.json,1507
4200,2857251,クール,クール,4837,クール,クール,definition_variant,False,1043380;2857250;2857251,True,False,1,1,2,term_bank_203.json,1508
4201,1236890,教え,おしえ,4838,教え,おしえ,definition_variant,False,1236890,False,True,2,1,7,term_bank_21.json,451
4202,1077330,チーズ,チーズ,4839,チーズ,チーズ,definition_variant,False,1077330,False,True,1,1,6,term_bank_7.json,549
4203,1480720,反対側,はんたいがわ,4840,反対側,はんたいがわ,definition_variant,False,1480720,False,True,1,1,3,term_bank_44.json,1548
4204,1599120,取引,とりひき,4842,取引,とりひき,definition_variant,False,1599120,False,True,2,1,4,term_bank_57.json,1606
4205,1422570,茶,ちゃ,4843,茶,ちゃ,definition_variant,False,1422570,False,True,1,1,12,term_bank_39.json,484
4206,1200330,怪物,かいぶつ,4844,怪物,かいぶつ,definition_variant,False,1200330,False,True,1,1,2,term_bank_17.json,1276
4207,1603620,滅ぼす,ほろぼす,4845,滅ぼす,ほろぼす,definition_variant,False,1603620,False,True,2,1,5,term_bank_58.json,1328
4208,1402400,装備,そうび,4846,装備,そうび,definition_variant,False,1402400,False,True,1,1,2,term_bank_37.json,556
4209,1327790,手術,しゅじゅつ,4847,手術,しゅじゅつ,definition_variant,False,1327790,False,True,2,1,6,term_bank_29.json,1889
4210,1030950,エンジン,エンジン,4848,エンジン,エンジン,definition_variant,False,1030950,False,True,1,1,2,term_bank_3.json,1648
4211,1450870,頭上,ずじょう,4849,頭上,ずじょう,definition_variant,False,1450870,False,True,1,1,4,term_bank_41.json,1728
4212,1196270,過程,かてい,4850,過程,かてい,definition_variant,False,1196270,False,True,1,1,4,term_bank_17.json,429
4213,1328250,手入れ,ていれ,4851,手入れ,ていれ,definition_variant,False,1328250,False,True,1,1,11,term_bank_29.json,1975
4214,2102820,顔を見せる,かおをみせる,4852,顔を見せる,かおをみせる,definition_variant,False,2102820,False,False,1,1,1,term_bank_105.json,1334
4215,1299940,３回,さんかい,4853,３回,さんかい,definition_variant,False,1299940,False,True,2,1,2,term_bank_27.json,356
4216,1558330,列,れつ,4854,列,れつ,definition_variant,False,1558330,False,True,1,1,14,term_bank_51.json,1975
4217,1346370,召し上がる,めしあがる,4855,召し上がる,めしあがる,definition_variant,False,1346370,False,True,1,1,3,term_bank_31.json,1276
4218,1228330,吸収,きゅうしゅう,4856,吸収,きゅうしゅう,definition_variant,False,1228330,False,True,1,1,4,term_bank_20.json,883
4219,1604135,お祭り,おまつり,4857,お祭り,おまつり,definition_variant,False,1604135,False,False,4,2,10,term_bank_58.json,1554
4220,1412640,台所,だいどころ,4858,台所,だいどころ,definition_variant,False,1412640,False,True,2,1,4,term_bank_38.json,498
4221,1386450,説得力,せっとくりょく,4859,説得力,せっとくりょく,definition_variant,False,1386450,False,True,1,1,4,term_bank_35.json,1269
4222,1485470,飛行機,ひこうき,4860,飛行機,ひこうき,definition_variant,False,1485470,False,True,1,1,5,term_bank_45.json,508
4223,1912570,元は,もとは,4861,元は,もとは,definition_variant,False,1912570,False,False,1,1,2,term_bank_87.json,1354
4224,1227170,逆転,ぎゃくてん,4862,逆転,ぎゃくてん,definition_variant,False,1227170,False,True,1,1,8,term_bank_20.json,707
4225,1002420,お知らせ,おしらせ,4863,お知らせ,おしらせ,definition_variant,False,1002420,False,False,2,1,4,term_bank_1.json,592
4226,2831426,足を踏み入れる,あしをふみいれる,4864,足を踏み入れる,あしをふみいれる,definition_variant,False,2831426,False,False,3,1,4,term_bank_179.json,608
4227,1600650,測る,はかる,4865,測る,はかる,definition_variant,False,1600650,False,True,3,1,8,term_bank_58.json,210
4228,1002050,お邪魔します,おじゃまします,4866,お邪魔します,おじゃまします,definition_variant,False,1002050,False,True,1,1,3,term_bank_1.json,449
4229,1294090,最新,さいしん,4867,最新,さいしん,definition_variant,False,1294090,False,True,1,1,4,term_bank_26.json,1259
4230,1337190,宿,やど,4868,宿,やど,definition_variant,False,1337190,False,True,1,1,7,term_bank_30.json,1654
4231,1449330,等しい,ひとしい,4871,等しい,ひとしい,definition_variant,False,1449330,False,True,3,1,8,term_bank_41.json,1454
4232,1231490,牛,うし,4872,牛,うし,definition_variant,False,1231490,False,True,3,3,39,term_bank_20.json,1504
4233,1272580,交流,こうりゅう,4873,交流,こうりゅう,definition_variant,False,1272580,False,True,1,1,9,term_bank_24.json,1407
4234,1524750,幕,まく,4874,幕,まく,definition_variant,False,1524750,False,True,1,1,17,term_bank_48.json,1520
4235,1580340,上着,うわぎ,4875,上着,うわぎ,definition_variant,False,1580340,False,True,4,1,6,term_bank_54.json,1035
4236,1393790,前日,ぜんじつ,4876,前日,ぜんじつ,definition_variant,False,1393790,False,True,2,1,7,term_bank_36.json,761
4237,1406120,揃える,そろえる,4877,揃える,そろえる,definition_variant,False,1406120,False,True,1,1,14,term_bank_37.json,1252
4238,2670990,力が入る,ちからがはいる,4878,力が入る,ちからがはいる,definition_variant,False,2670990,False,False,2,1,7,term_bank_158.json,1683
4239,1536670,夜空,よぞら,4879,夜空,よぞら,definition_variant,False,1536670,False,True,1,1,2,term_bank_49.json,1739
4240,1524730,毎晩,まいばん,4881,毎晩,まいばん,definition_variant,False,1524730,False,True,1,1,2,term_bank_48.json,1514
4241,1548650,落下,らっか,4885,落下,らっか,definition_variant,False,1548650,False,True,1,1,5,term_bank_51.json,144
4242,2834429,クソッ,クソッ,4886,クソッ,クソッ,definition_variant,False,2834429,False,False,7,2,18,term_bank_182.json,377
4243,1516220,宝石,ほうせき,4888,宝石,ほうせき,definition_variant,False,1516220,False,True,1,1,4,term_bank_48.json,47
4244,1071450,ストレート,ストレート,4889,ストレート,ストレート,definition_variant,False,1071450,False,True,1,1,18,term_bank_6.json,1738
4245,2009980,やらかす,やらかす,4890,やらかす,やらかす,definition_variant,False,2009980,False,False,2,1,7,term_bank_96.json,1275
4246,1240380,極端,きょくたん,4891,極端,きょくたん,definition_variant,False,1240380,False,True,1,1,3,term_bank_21.json,1070
4247,1288540,コツ,コツ,4892,コツ,コツ,definition_variant,False,1288540,False,False,2,1,12,term_bank_26.json,328
4248,1402480,走り出す,はしりだす,4893,走り出す,はしりだす,definition_variant,False,1402480,False,True,2,1,7,term_bank_37.json,574
4249,1513940,保存,ほぞん,4894,保存,ほぞん,definition_variant,False,1513940,False,True,1,1,7,term_bank_47.json,1639
4250,1554720,領域,りょういき,4895,領域,りょういき,definition_variant,False,1554720,False,True,1,1,11,term_bank_51.json,1303
4251,1475530,薄暗い,うすぐらい,4896,薄暗い,うすぐらい,definition_variant,False,1475530,False,True,1,1,3,term_bank_44.json,568
4252,1190740,可愛らしい,かわいらしい,4898,可愛らしい,かわいらしい,definition_variant,False,1190740,False,True,1,1,6,term_bank_16.json,1551
4253,1237020,教科書,きょうかしょ,4899,教科書,きょうかしょ,definition_variant,False,1237020,False,True,1,1,4,term_bank_21.json,483
4254,2835808,亡くす,なくす,4900,亡くす,なくす,definition_variant,False,2835808,False,True,1,1,2,term_bank_183.json,1014
4255,1004950,ごっこ,ごっこ,4901,ごっこ,ごっこ,definition_variant,False,1004950,False,False,1,1,4,term_bank_1.json,1162
4256,1290580,痕跡,こんせき,4902,痕跡,こんせき,definition_variant,False,1290580,False,True,1,1,6,term_bank_26.json,678
4257,1441850,伝う,つたう,4903,伝う,つたう,definition_variant,False,1441850,False,True,1,1,4,term_bank_40.json,1942
4258,1259920,見渡す,みわたす,4904,見渡す,みわたす,definition_variant,False,1259920,False,True,2,1,4,term_bank_23.json,1035
4259,1388740,千,せん,4905,千,せん,definition_variant,False,1388740,False,True,4,1,4,term_bank_35.json,1705
4260,1595120,芯,しん,4906,芯,しん,definition_variant,False,1595120,False,True,1,1,17,term_bank_57.json,113
4261,1402670,送り込む,おくりこむ,4907,送り込む,おくりこむ,definition_variant,False,1402670,False,True,2,1,2,term_bank_37.json,609
4262,2182740,数時間,すうじかん,4908,数時間,すうじかん,definition_variant,False,2182740,False,True,1,1,4,term_bank_113.json,1451
4263,1577670,眼鏡,めがね,4909,眼鏡,メガネ,definition_variant,True,1577670,False,True,2,1,11,term_bank_54.json,243
4264,1483280,悲劇,ひげき,4911,悲劇,ひげき,definition_variant,False,1483280,False,True,1,1,7,term_bank_45.json,92
4265,1515610,呆然,ぼうぜん,4912,呆然,ぼうぜん,definition_variant,False,1515610,False,False,5,2,10,term_bank_47.json,1952
4266,2179070,目を見る,めをみる,4913,目を見る,めをみる,definition_variant,False,2179070,False,False,1,1,1,term_bank_113.json,782
4267,1225940,アリ,アリ,4914,アリ,アリ,definition_variant,False,1225940,False,True,2,1,2,term_bank_20.json,486
