list_position,jmdict_id,term,reading,frequency_rank,scope_band,previously_reviewed_5pct,previous_uncertain_fields,matched_frequency_word,matched_frequency_reading,match_kind,normalized_match,homograph_candidate_ids,homograph_ambiguous,high_priority,variant_count,review_group_count,review_field_count,example_field_count,all_variant_field_count,body_characters,representative_bank,representative_row_index_zero_based
17790,1521100,北西,ほくせい,20957,新增5%-10%,False,0,北西,ほくせい,definition_variant,False,1521100,False,True,1,1,2,1,2,255,term_bank_48.json,917
17791,1887170,隅から隅まで,すみからすみまで,20958,新增5%-10%,False,0,隅から隅まで,すみからすみまで,definition_variant,False,1887170,False,False,1,1,5,1,5,175,term_bank_86.json,127
17792,1526840,満身創痍,まんしんそうい,20959,新增5%-10%,False,0,満身創痍,まんしんそうい,definition_variant,False,1526840,False,False,1,1,4,0,4,134,term_bank_48.json,1982
17793,2625510,リア充,リアじゅう,20960,新增5%-10%,False,0,リア充,リアじゅう,definition_variant,False,2625510,False,False,1,1,5,0,5,268,term_bank_154.json,544
17794,1390710,扇,おうぎ,20961,新增5%-10%,False,0,扇,おうぎ,definition_variant,False,1390710,False,True,2,1,1,0,2,13,term_bank_36.json,200
17795,1377600,正直者,しょうじきもの,20963,新增5%-10%,False,0,正直者,しょうじきもの,definition_variant,False,1377600,False,False,1,1,4,1,4,106,term_bank_34.json,1335
17796,2007480,怖気づく,おじけづく,20964,新增5%-10%,False,0,怖気づく,おじけづく,definition_variant,False,2007480,False,False,4,2,18,2,36,510,term_bank_96.json,781
17797,2864595,全校生徒,ぜんこうせいと,20965,新增5%-10%,False,0,全校生徒,ぜんこうせいと,definition_variant,False,2864595,False,False,1,1,2,0,2,54,term_bank_210.json,1761
17798,1519450,暴君,ぼうくん,20966,新增5%-10%,False,0,暴君,ぼうくん,definition_variant,False,1519450,False,False,1,1,3,1,3,141,term_bank_48.json,640
17799,2019430,未練がましい,みれんがましい,20967,新增5%-10%,False,0,未練がましい,みれんがましい,definition_variant,False,2019430,False,False,1,1,4,0,4,121,term_bank_97.json,1057
17800,1599510,なだれ込む,なだれこむ,20970,新增5%-10%,False,0,なだれ込む,なだれこむ,definition_variant,False,1599510,False,False,4,1,4,1,16,145,term_bank_57.json,1722
17801,1293920,最高峰,さいこうほう,20971,新增5%-10%,False,0,最高峰,さいこうほう,definition_variant,False,1293920,False,True,1,1,7,1,7,215,term_bank_26.json,1235
17802,1347940,小競り合い,こぜりあい,20973,新增5%-10%,False,0,小競り合い,こぜりあい,definition_variant,False,1347940,False,False,1,1,8,1,8,295,term_bank_31.json,1554
17803,1982120,あれやこれや,あれやこれや,20974,新增5%-10%,False,0,あれやこれや,あれやこれや,definition_variant,False,1982120,False,False,1,1,3,1,3,126,term_bank_93.json,1459
17804,1408340,太刀,たち,20975,新增5%-10%,False,0,太刀,たち,definition_variant,False,1408340,False,True,3,1,3,0,9,125,term_bank_37.json,1559
17805,1531970,命ずる,めいずる,20976,新增5%-10%,False,0,命ずる,めいずる,definition_variant,False,1531970,False,True,1,1,4,1,4,208,term_bank_49.json,836
17806,1161890,一興,いっきょう,20977,新增5%-10%,False,0,一興,いっきょう,definition_variant,False,1161890,False,False,1,1,3,0,3,40,term_bank_13.json,1709
17807,1207020,学内,がくない,20978,新增5%-10%,False,0,学内,がくない,definition_variant,False,1207020,False,True,1,1,1,0,1,19,term_bank_18.json,616
17808,2395630,さぞや,さぞや,20979,新增5%-10%,False,0,さぞや,さぞや,definition_variant,False,2395630,False,False,2,1,4,0,8,85,term_bank_133.json,207
17809,1430570,捗る,はかどる,20980,新增5%-10%,False,0,捗る,はかどる,definition_variant,False,1430570,False,True,1,1,4,1,4,159,term_bank_39.json,1889
17810,1580460,上方,かみがた,20981,新增5%-10%,False,0,上方,かみがた,definition_variant,False,1580460,False,False,1,1,3,0,3,98,term_bank_54.json,1065
17811,1584560,万物,ばんぶつ,20982,新增5%-10%,False,0,万物,ばんぶつ,definition_variant,False,1584560,False,False,2,1,3,1,6,98,term_bank_55.json,270
17812,1281980,行進,こうしん,20983,新增5%-10%,False,0,行進,こうしん,definition_variant,False,1281980,False,True,1,1,3,1,3,79,term_bank_25.json,922
17813,1251680,経理,けいり,20984,新增5%-10%,False,0,経理,けいり,definition_variant,False,1251680,False,True,1,1,2,0,2,41,term_bank_22.json,1307
17814,2029770,ヘ,ヘ,20985,新增5%-10%,False,0,ヘ,ヘ,definition_variant,False,2029770,False,False,1,1,6,0,6,132,term_bank_98.json,837
17815,1452540,同室,どうしつ,20986,新增5%-10%,False,0,同室,どうしつ,definition_variant,False,1452540,False,True,1,1,3,0,3,58,term_bank_41.json,1960
17816,1125440,ポテンシャル,ポテンシャル,20987,新增5%-10%,False,0,ポテンシャル,ポテンシャル,definition_variant,False,1125440,False,True,1,1,1,0,1,11,term_bank_10.json,1784
17817,1459670,なぎ倒す,なぎたおす,20988,新增5%-10%,False,0,なぎ倒す,なぎたおす,definition_variant,False,1459670,False,False,2,1,6,1,12,129,term_bank_42.json,1688
17818,1763890,地鳴り,じなり,20989,新增5%-10%,False,0,地鳴り,じなり,definition_variant,False,1763890,False,False,2,1,1,0,2,22,term_bank_74.json,1298
17819,1850830,息巻く,いきまく,20991,新增5%-10%,False,0,息巻く,いきまく,definition_variant,False,1850830,False,False,1,1,8,1,8,215,term_bank_83.json,931
17820,2114790,線引き,せんびき,20992,新增5%-10%,False,0,線引き,せんびき,definition_variant,False,2114790,False,False,2,1,5,0,10,153,term_bank_106.json,1652
17821,1515560,包容力,ほうようりょく,20993,新增5%-10%,False,0,包容力,ほうようりょく,definition_variant,False,1515560,False,True,1,1,3,1,3,168,term_bank_47.json,1941
17822,1559380,連休,れんきゅう,20995,新增5%-10%,False,0,連休,れんきゅう,definition_variant,False,1559380,False,True,1,1,2,1,2,219,term_bank_52.json,244
17823,2395420,バッサリ,バッサリ,20998,新增5%-10%,False,0,バッサリ,バッサリ,definition_variant,False,2395420,False,False,2,1,7,0,14,200,term_bank_133.json,173
17824,1314940,侍女,じじょ,21000,新增5%-10%,False,0,侍女,じじょ,definition_variant,False,1314940,False,True,1,1,4,0,4,59,term_bank_28.json,1325
17825,2839771,心に響く,こころにひびく,21002,新增5%-10%,False,0,心に響く,こころにひびく,definition_variant,False,2839771,False,False,1,1,2,0,2,76,term_bank_187.json,778
17826,1401480,総意,そうい,21003,新增5%-10%,False,0,総意,そうい,definition_variant,False,1401480,False,True,1,1,3,0,3,52,term_bank_37.json,319
17827,1634710,集合体,しゅうごうたい,21004,新增5%-10%,False,0,集合体,しゅうごうたい,definition_variant,False,1634710,False,False,1,1,3,1,3,196,term_bank_61.json,1999
17828,1467960,熱湯,ねっとう,21005,新增5%-10%,False,0,熱湯,ねっとう,definition_variant,False,1467960,False,True,1,1,2,1,2,96,term_bank_43.json,1108
17829,2840992,どうにかなりそう,どうにかなりそう,21006,新增5%-10%,False,0,どうにかなりそう,どうにかなりそう,definition_variant,False,2840992,False,False,1,1,2,0,2,46,term_bank_188.json,1192
17830,1653530,手札,てふだ,21007,新增5%-10%,False,0,手札,てふだ,definition_variant,False,1653530,False,False,1,1,7,0,7,117,term_bank_63.json,1676
17831,1726160,自制心,じせいしん,21009,新增5%-10%,False,0,自制心,じせいしん,definition_variant,False,1726160,False,False,1,1,3,1,3,132,term_bank_71.json,99
17832,2763510,疼き,うずき,21010,新增5%-10%,False,0,疼き,うずき,definition_variant,False,2763510,False,False,1,1,2,0,2,14,term_bank_167.json,1411
17833,2182550,頭が上がらない,あたまがあがらない,21011,新增5%-10%,False,0,頭が上がらない,あたまがあがらない,definition_variant,False,2182550,False,False,2,1,3,1,6,209,term_bank_113.json,1417
17834,1597070,立て込む,たてこむ,21013,新增5%-10%,False,0,立て込む,たてこむ,definition_variant,False,1597070,False,True,2,1,9,1,18,321,term_bank_57.json,820
17835,1242150,近い将来,ちかいしょうらい,21014,新增5%-10%,False,0,近い将来,ちかいしょうらい,definition_variant,False,1242150,False,False,1,1,2,1,2,113,term_bank_21.json,1438
17836,2758980,チート,チート,21015,新增5%-10%,False,0,チート,チート,definition_variant,False,2758980,False,False,1,1,1,0,1,10,term_bank_167.json,507
17837,1200100,快諾,かいだく,21016,新增5%-10%,False,0,快諾,かいだく,definition_variant,False,1200100,False,False,1,1,1,0,1,17,term_bank_17.json,1246
17838,1273150,光明,こうみょう,21017,新增5%-10%,False,0,光明,こうみょう,definition_variant,False,1273150,False,True,2,1,4,0,8,141,term_bank_24.json,1484
17839,1169380,引っ込み思案,ひっこみじあん,21018,新增5%-10%,False,0,引っ込み思案,ひっこみじあん,definition_variant,False,1169380,False,False,1,1,5,0,5,54,term_bank_14.json,1172
17840,1249410,傾き,かたむき,21019,新增5%-10%,False,0,傾き,かたむき,definition_variant,False,1249410,False,False,1,1,9,0,9,105,term_bank_22.json,735
17841,1599050,取り消し,とりけし,21020,新增5%-10%,False,0,取り消し,とりけし,definition_variant,False,1599050,False,True,3,1,6,0,18,62,term_bank_57.json,1576
17842,2056830,既読,きどく,21021,新增5%-10%,False,0,既読,きどく,definition_variant,False,2056830,False,False,1,1,1,0,1,14,term_bank_101.json,348
17843,1206100,角,かく,21022,新增5%-10%,False,0,角,かく,definition_variant,False,1206100,False,True,1,1,14,1,14,657,term_bank_18.json,434
17844,1560240,労る,いたわる,21023,新增5%-10%,False,0,労る,いたわる,definition_variant,False,1560240,False,True,2,1,15,2,30,358,term_bank_52.json,498
17845,1159710,医,い,21024,新增5%-10%,False,0,医,い,definition_variant,False,1159710,False,True,1,1,6,1,6,163,term_bank_13.json,1261
17846,1771100,条件反射,じょうけんはんしゃ,21025,新增5%-10%,False,0,条件反射,じょうけんはんしゃ,definition_variant,False,1771100,False,False,1,1,1,0,1,22,term_bank_75.json,705
17847,1174450,英国,えいこく,21027,新增5%-10%,False,0,英国,えいこく,definition_variant,False,1174450,False,True,1,1,5,1,5,161,term_bank_15.json,269
17848,2527000,手のかかる,てのかかる,21028,新增5%-10%,False,0,手のかかる,てのかかる,definition_variant,False,2527000,False,False,2,1,5,1,10,235,term_bank_144.json,1998
17849,2110120,フェチ,フェチ,21029,新增5%-10%,False,0,フェチ,フェチ,definition_variant,False,2110120,False,False,1,1,6,1,6,145,term_bank_106.json,796
17850,1131750,ミラー,ミラー,21030,新增5%-10%,False,0,ミラー,ミラー,definition_variant,False,1131750,False,True,1,1,1,0,1,8,term_bank_11.json,661
17851,1406550,尊大,そんだい,21033,新增5%-10%,False,0,尊大,そんだい,definition_variant,False,1406550,False,False,1,1,5,1,5,146,term_bank_37.json,1306
17852,1222310,キザ,キザ,21034,新增5%-10%,False,0,キザ,キザ,definition_variant,False,1222310,False,True,2,1,8,1,16,238,term_bank_19.json,1773
17853,1221060,機動,きどう,21036,新增5%-10%,False,0,機動,きどう,definition_variant,False,1221060,False,True,1,1,7,0,7,133,term_bank_19.json,1372
17854,2008820,嗜む,たしなむ,21037,新增5%-10%,False,0,嗜む,たしなむ,definition_variant,False,2008820,False,False,2,1,8,1,16,275,term_bank_96.json,1044
17855,2563700,他校,たこう,21038,新增5%-10%,False,0,他校,たこう,definition_variant,False,2563700,False,False,1,1,3,0,3,89,term_bank_148.json,548
17856,2725960,でれ,でれ,21039,新增5%-10%,False,0,でれ,でれ,definition_variant,False,2725960,False,False,3,2,8,0,12,104,term_bank_164.json,252
17857,1562110,和室,わしつ,21040,新增5%-10%,False,0,和室,わしつ,definition_variant,False,1562110,False,True,1,1,2,1,2,145,term_bank_52.json,912
17858,1236430,強打,きょうだ,21041,新增5%-10%,False,0,強打,きょうだ,definition_variant,False,1236430,False,True,1,1,5,0,5,40,term_bank_21.json,360
17859,1464910,日用品,にちようひん,21042,新增5%-10%,False,0,日用品,にちようひん,definition_variant,False,1464910,False,True,1,1,3,1,3,164,term_bank_43.json,610
17860,1081350,データベース,データベース,21043,新增5%-10%,False,0,データベース,データベース,definition_variant,False,1081350,False,True,1,1,2,1,2,134,term_bank_7.json,1117
17861,1113360,ぶち殺す,ぶちころす,21044,新增5%-10%,False,0,ぶち殺す,ぶちころす,definition_variant,False,1113360,False,False,3,1,4,0,12,58,term_bank_9.json,1913
17862,2832654,鵜呑みにする,うのみにする,21046,新增5%-10%,False,0,鵜呑みにする,うのみにする,definition_variant,False,2832654,False,False,2,1,5,0,10,129,term_bank_180.json,975
17863,2117050,全方位,ぜんほうい,21047,新增5%-10%,False,0,全方位,ぜんほうい,definition_variant,False,2117050,False,False,1,1,1,0,1,19,term_bank_107.json,99
17864,1320610,疾風,しっぷう,21048,新增5%-10%,False,0,疾風,しっぷう,definition_variant,False,1320610,False,True,3,1,4,0,12,68,term_bank_29.json,302
17865,2640910,べー,べー,21048,新增5%-10%,False,0,べー,べー,definition_variant,False,2640910,False,False,2,1,3,0,6,202,term_bank_155.json,1660
17866,1317710,自国,じこく,21051,新增5%-10%,False,0,自国,じこく,definition_variant,False,1317710,False,True,1,1,3,1,3,145,term_bank_28.json,1802
17867,1390970,洗浄,せんじょう,21052,新增5%-10%,False,0,洗浄,せんじょう,definition_variant,False,1390970,False,True,1,1,6,1,6,186,term_bank_36.json,257
17868,1726580,自問自答,じもんじとう,21053,新增5%-10%,False,0,自問自答,じもんじとう,definition_variant,False,1726580,False,False,1,1,4,0,4,90,term_bank_71.json,173
17869,1604140,まな板,まないた,21054,新增5%-10%,False,0,まな板,まないた,definition_variant,False,1604140,False,True,5,1,4,0,20,62,term_bank_58.json,1562
17870,1613650,抑え,おさえ,21057,新增5%-10%,False,0,抑え,おさえ,definition_variant,False,1613650,False,True,3,1,9,0,27,165,term_bank_60.json,226
17871,2255460,っ子,っこ,21059,新增5%-10%,False,0,っ子,っこ,definition_variant,False,2255460,False,False,1,1,4,1,4,224,term_bank_121.json,1180
17872,1289770,恨み言,うらみごと,21060,新增5%-10%,False,0,恨み言,うらみごと,definition_variant,False,1289770,False,False,3,1,3,0,9,29,term_bank_26.json,535
17873,2830278,喉を通る,のどをとおる,21061,新增5%-10%,False,0,喉を通る,のどをとおる,definition_variant,False,2830278,False,False,2,1,4,1,8,187,term_bank_178.json,349
17874,1635160,持論,じろん,21062,新增5%-10%,False,0,持論,じろん,definition_variant,False,1635160,False,True,2,1,3,1,6,191,term_bank_62.json,78
17875,1584190,北東,ほくとう,21063,新增5%-10%,False,0,北東,ほくとう,definition_variant,False,1584190,False,True,2,1,2,1,4,108,term_bank_55.json,170
17876,1517850,蜂の巣,はちのす,21064,新增5%-10%,False,0,蜂の巣,はちのす,definition_variant,False,1517850,False,False,1,1,10,0,10,182,term_bank_48.json,314
17877,2725180,扱いやすい,あつかいやすい,21065,新增5%-10%,False,0,扱いやすい,あつかいやすい,definition_variant,False,2725180,False,False,2,1,5,0,10,86,term_bank_164.json,116
17878,1236850,挟み撃ち,はさみうち,21066,新增5%-10%,False,0,挟み撃ち,はさみうち,definition_variant,False,1236850,False,True,2,1,3,0,6,65,term_bank_21.json,432
17879,1000600,いい加減にしなさい,いいかげんにしなさい,21067,新增5%-10%,False,0,いい加減にしなさい,いいかげんにしなさい,definition_variant,False,1000600,False,False,1,1,2,0,2,29,term_bank_1.json,100
17880,1324270,釈明,しゃくめい,21068,新增5%-10%,False,0,釈明,しゃくめい,definition_variant,False,1324270,False,True,1,1,3,1,3,110,term_bank_29.json,1207
17881,1004150,グレる,グレる,21069,新增5%-10%,False,0,グレる,グレる,definition_variant,False,1004150,False,False,2,1,4,0,8,88,term_bank_1.json,998
17882,1216100,関連性,かんれんせい,21071,新增5%-10%,False,0,関連性,かんれんせい,definition_variant,False,1216100,False,False,1,1,5,0,5,66,term_bank_19.json,454
17883,1409700,体面,たいめん,21073,新增5%-10%,False,0,体面,たいめん,definition_variant,False,1409700,False,False,1,1,7,1,7,126,term_bank_37.json,1919
17884,1478070,罰が当たる,ばちがあたる,21074,新增5%-10%,False,0,罰が当たる,ばちがあたる,definition_variant,False,1478070,False,False,4,1,4,1,16,169,term_bank_44.json,1101
17885,2868912,据わる,すわる,21075,新增5%-10%,False,0,据わる,すわる,definition_variant,False,2868912,False,False,1,1,16,0,16,483,term_bank_214.json,1786
17886,1348500,小隊,しょうたい,21077,新增5%-10%,False,0,小隊,しょうたい,definition_variant,False,1348500,False,False,1,1,1,0,1,9,term_bank_31.json,1658
17887,1541940,誘拐犯,ゆうかいはん,21078,新增5%-10%,False,0,誘拐犯,ゆうかいはん,definition_variant,False,1541940,False,False,1,1,4,1,4,139,term_bank_50.json,692
17888,1276710,口頭,こうとう,21080,新增5%-10%,False,0,口頭,こうとう,definition_variant,False,1276710,False,True,1,1,5,1,5,159,term_bank_24.json,1990
17889,1566500,箒,ほうき,21081,新增5%-10%,False,0,箒,ほうき,definition_variant,False,1566500,False,True,2,1,2,1,4,85,term_bank_52.json,1683
17890,1646550,私語,しご,21082,新增5%-10%,False,0,私語,しご,definition_variant,False,1646550,False,True,1,1,3,0,3,81,term_bank_63.json,352
17891,2202050,道連れにする,みちづれにする,21084,新增5%-10%,False,0,道連れにする,みちづれにする,definition_variant,False,2202050,False,False,1,1,3,1,3,215,term_bank_115.json,1534
17892,2668990,心に残る,こころにのこる,21085,新增5%-10%,False,0,心に残る,こころにのこる,definition_variant,False,2668990,False,False,1,1,3,0,3,79,term_bank_158.json,1299
17893,1977230,皆の者,みなのもの,21086,新增5%-10%,False,0,皆の者,みなのもの,definition_variant,False,1977230,False,False,1,1,1,0,1,12,term_bank_93.json,611
17894,1011890,ボロい,ボロい,21087,新增5%-10%,False,0,ボロい,ボロい,definition_variant,False,1011890;2855084,True,False,2,1,4,0,8,49,term_bank_2.json,573
17895,2855084,ボロい,ボロい,21087,新增5%-10%,False,0,ボロい,ボロい,definition_variant,False,1011890;2855084,True,False,3,2,10,0,15,112,term_bank_201.json,1576
17896,1573200,贔屓,ひいき,21088,新增5%-10%,False,0,贔屓,ひいき,definition_variant,False,1573200,False,True,2,1,12,1,24,203,term_bank_53.json,1125
17897,1322170,射す,さす,21091,新增5%-10%,False,0,射す,さす,definition_variant,False,1322170,False,True,1,1,3,1,3,87,term_bank_29.json,727
17898,1905010,広々とした,ひろびろとした,21092,新增5%-10%,False,0,広々とした,ひろびろとした,definition_variant,False,1905010,False,False,2,1,5,1,10,213,term_bank_87.json,410
17899,1527350,未経験,みけいけん,21093,新增5%-10%,False,0,未経験,みけいけん,definition_variant,False,1527350,False,False,1,1,2,1,2,131,term_bank_49.json,65
17900,2130570,食いちぎる,くいちぎる,21094,新增5%-10%,False,0,食いちぎる,くいちぎる,definition_variant,False,2130570,False,False,3,1,2,1,6,104,term_bank_108.json,960
17901,2083390,毒する,どくする,21095,新增5%-10%,False,0,毒する,どくする,definition_variant,False,2083390,False,False,1,1,4,1,4,186,term_bank_103.json,1480
17902,1493000,不信,ふしん,21097,新增5%-10%,False,0,不信,ふしん,definition_variant,False,1493000,False,True,1,1,8,1,8,182,term_bank_45.json,1704
17903,1322360,捨て台詞,すてぜりふ,21098,新增5%-10%,False,0,捨て台詞,すてぜりふ,definition_variant,False,1322360,False,False,2,1,2,0,4,42,term_bank_29.json,753
17904,1408960,打撲,だぼく,21100,新增5%-10%,False,0,打撲,だぼく,definition_variant,False,1408960,False,True,1,1,3,0,3,38,term_bank_37.json,1721
17905,2863197,理論上,りろんじょう,21101,新增5%-10%,False,0,理論上,りろんじょう,definition_variant,False,2863197,False,False,1,1,3,0,3,44,term_bank_209.json,1084
17906,1066360,ジョギング,ジョギング,21102,新增5%-10%,False,0,ジョギング,ジョギング,definition_variant,False,1066360,False,True,1,1,2,1,2,78,term_bank_6.json,974
17907,2272950,痩せた,やせた,21103,新增5%-10%,False,0,痩せた,やせた,definition_variant,False,2272950,False,False,1,1,8,0,8,212,term_bank_123.json,855
17908,2826833,作中,さくちゅう,21104,新增5%-10%,False,0,作中,さくちゅう,definition_variant,False,2826833,False,False,1,1,1,0,1,49,term_bank_174.json,1694
17909,1324110,尺,しゃく,21105,新增5%-10%,False,0,尺,しゃく,definition_variant,False,1324110,False,True,1,1,6,1,6,183,term_bank_29.json,1179
17910,2102310,有無を言わさず,うむをいわさず,21106,新增5%-10%,False,0,有無を言わさず,うむをいわさず,definition_variant,False,2102310,False,False,1,1,4,0,4,94,term_bank_105.json,1166
17911,1006960,そよ風,そよかぜ,21107,新增5%-10%,False,0,そよ風,そよかぜ,definition_variant,False,1006960,False,True,3,3,15,3,15,435,term_bank_1.json,1610
17912,1111370,フラット,フラット,21108,新增5%-10%,False,0,フラット,フラット,definition_variant,False,1111370,False,False,1,1,11,2,11,383,term_bank_9.json,1606
17913,1396640,疎ましい,うとましい,21108,新增5%-10%,False,0,疎ましい,うとましい,definition_variant,False,1396640,False,False,1,1,4,0,4,53,term_bank_36.json,1181
17914,1363020,申しつける,もうしつける,21110,新增5%-10%,False,0,申しつける,もうしつける,definition_variant,False,1363020,False,False,3,1,5,1,15,187,term_bank_33.json,504
17915,2250340,ツインテール,ツインテール,21112,新增5%-10%,False,0,ツインテール,ツインテール,definition_variant,False,2250340,False,False,4,1,5,0,20,115,term_bank_121.json,113
17916,2847628,雛,ひな,21113,新增5%-10%,False,0,雛,ひな,definition_variant,False,2847628,False,True,2,1,7,1,14,224,term_bank_194.json,1300
17917,1084970,トス,トス,21114,新增5%-10%,False,0,トス,トス,definition_variant,False,1084970,False,True,1,1,4,0,4,80,term_bank_7.json,1650
17918,2254990,海を渡る,うみをわたる,21115,新增5%-10%,False,0,海を渡る,うみをわたる,definition_variant,False,2254990,False,False,1,1,1,0,1,70,term_bank_121.json,1066
17919,1292700,再構築,さいこうちく,21116,新增5%-10%,False,0,再構築,さいこうちく,definition_variant,False,1292700,False,False,1,1,4,1,4,174,term_bank_26.json,1054
17920,1206390,隔絶,かくぜつ,21117,新增5%-10%,False,0,隔絶,かくぜつ,definition_variant,False,1206390,False,False,1,1,7,0,7,92,term_bank_18.json,471
17921,1378700,生まれ変わり,うまれかわり,21118,新增5%-10%,False,0,生まれ変わり,うまれかわり,definition_variant,False,1378700,False,False,3,1,2,0,6,24,term_bank_34.json,1577
17922,1044760,クリスタル,クリスタル,21120,新增5%-10%,False,0,クリスタル,クリスタル,definition_variant,False,1044760,False,True,1,1,1,0,1,9,term_bank_4.json,1764
17923,1013040,ゆさゆさ,ゆさゆさ,21121,新增5%-10%,False,0,ゆさゆさ,ゆさゆさ,definition_variant,False,1013040,False,False,1,1,2,0,2,54,term_bank_2.json,805
17924,1577330,花園,はなぞの,21122,新增5%-10%,False,0,花園,はなぞの,definition_variant,False,1577330,False,True,2,1,1,0,2,15,term_bank_54.json,130
17925,2408120,走らせる,はしらせる,21124,新增5%-10%,False,0,走らせる,はしらせる,definition_variant,False,2408120,False,False,1,1,12,0,12,282,term_bank_134.json,699
17926,1589850,係員,かかりいん,21125,新增5%-10%,False,0,係員,かかりいん,definition_variant,False,1589850,False,True,1,1,4,1,4,229,term_bank_56.json,135
17927,1314670,似合い,にあい,21127,新增5%-10%,False,0,似合い,にあい,definition_variant,False,1314670,False,True,1,1,4,1,4,128,term_bank_28.json,1280
17928,2567430,どうと,どうと,21128,新增5%-10%,False,0,どうと,どうと,definition_variant,False,2567430,False,False,2,1,5,1,10,196,term_bank_148.json,1252
17929,1218620,危険人物,きけんじんぶつ,21129,新增5%-10%,False,0,危険人物,きけんじんぶつ,definition_variant,False,1218620,False,False,1,1,4,1,4,176,term_bank_19.json,914
17930,1400680,争奪戦,そうだつせん,21130,新增5%-10%,False,0,争奪戦,そうだつせん,definition_variant,False,1400680,False,False,1,1,4,0,4,42,term_bank_37.json,99
17931,1010420,ぱっくり,ぱっくり,21133,新增5%-10%,False,0,ぱっくり,ぱっくり,definition_variant,False,1010420,False,False,3,2,22,2,33,577,term_bank_2.json,258
17932,1546970,陽炎,かげろう,21136,新增5%-10%,False,0,陽炎,かげろう,definition_variant,False,1546970,False,False,2,1,3,0,6,50,term_bank_50.json,1784
17933,1290480,混同,こんどう,21137,新增5%-10%,False,0,混同,こんどう,definition_variant,False,1290480,False,True,1,1,4,1,4,101,term_bank_26.json,664
17934,1601760,引き戸,ひきど,21138,新增5%-10%,False,0,引き戸,ひきど,definition_variant,False,1601760,False,False,2,1,1,0,2,15,term_bank_58.json,677
17935,1552430,流暢,りゅうちょう,21140,新增5%-10%,False,0,流暢,りゅうちょう,definition_variant,False,1552430,False,True,2,1,3,1,6,119,term_bank_51.json,842
17936,1781580,爛々,らんらん,21142,新增5%-10%,False,0,爛々,らんらん,definition_variant,False,1781580,False,False,2,1,4,0,8,34,term_bank_76.json,986
17937,1155950,囲い,かこい,21143,新增5%-10%,False,0,囲い,かこい,definition_variant,False,1155950,False,True,1,1,12,1,12,259,term_bank_13.json,624
17938,1956120,菌,きん,21144,新增5%-10%,False,0,菌,きん,definition_variant,False,1956120,False,True,1,1,6,0,6,85,term_bank_91.json,1006
17939,1206590,学科,がっか,21145,新增5%-10%,False,0,学科,がっか,definition_variant,False,1206590,False,True,1,1,4,1,4,126,term_bank_18.json,504
17940,2092970,戻って行く,もどっていく,21147,新增5%-10%,False,0,戻って行く,もどっていく,definition_variant,False,2092970,False,False,1,1,2,1,2,129,term_bank_104.json,1285
17941,1232670,虚偽,きょぎ,21149,新增5%-10%,False,0,虚偽,きょぎ,definition_variant,False,1232670,False,True,2,1,6,1,12,148,term_bank_20.json,1728
17942,1941700,体育祭,たいいくさい,21150,新增5%-10%,False,0,体育祭,たいいくさい,definition_variant,False,1941700,False,False,1,1,5,1,5,261,term_bank_90.json,439
17943,1132920,メカ,メカ,21151,新增5%-10%,False,0,メカ,メカ,definition_variant,False,1132920,False,True,1,1,7,0,7,97,term_bank_11.json,865
17944,1501320,複合,ふくごう,21152,新增5%-10%,False,0,複合,ふくごう,definition_variant,False,1501320,False,True,1,1,3,0,3,30,term_bank_46.json,1200
17945,1122080,ホームラン,ホームラン,21153,新增5%-10%,False,0,ホームラン,ホームラン,definition_variant,False,1122080,False,True,2,1,3,1,6,104,term_bank_10.json,1259
17946,1589370,面白み,おもしろみ,21156,新增5%-10%,False,0,面白み,おもしろみ,definition_variant,False,1589370,False,False,2,1,5,1,10,118,term_bank_55.json,1978
17947,2832092,手を休める,てをやすめる,21158,新增5%-10%,False,0,手を休める,てをやすめる,definition_variant,False,2832092,False,False,1,1,2,0,2,63,term_bank_179.json,1894
17948,1588450,裏付け,うらづけ,21160,新增5%-10%,False,0,裏付け,うらづけ,definition_variant,False,1588450,False,True,3,2,18,2,27,426,term_bank_55.json,1622
17949,1238720,驚嘆,きょうたん,21161,新增5%-10%,False,0,驚嘆,きょうたん,definition_variant,False,1238720,False,True,2,1,4,1,8,129,term_bank_21.json,819
17950,1009300,どれでも,どれでも,21162,新增5%-10%,False,0,どれでも,どれでも,definition_variant,False,1009300,False,True,2,1,5,1,10,121,term_bank_2.json,55
17951,1588080,受け渡し,うけわたし,21163,新增5%-10%,False,0,受け渡し,うけわたし,definition_variant,False,1588080,False,True,3,1,3,0,9,31,term_bank_55.json,1465
17952,1219280,奇しくも,くしくも,21164,新增5%-10%,False,0,奇しくも,くしくも,definition_variant,False,1219280,False,False,1,1,5,1,5,143,term_bank_19.json,1027
17953,1365620,身を屈める,みをかがめる,21165,新增5%-10%,False,0,身を屈める,みをかがめる,definition_variant,False,1365620,False,False,2,1,4,2,8,154,term_bank_33.json,1213
17954,2124780,世界各地,せかいかくち,21166,新增5%-10%,False,0,世界各地,せかいかくち,definition_variant,False,2124780,False,True,1,1,3,0,3,82,term_bank_107.json,1712
17955,1568670,洒落る,しゃれる,21167,新增5%-10%,False,0,洒落る,しゃれる,definition_variant,False,1568670,False,True,1,1,4,1,4,121,term_bank_53.json,109
17956,2721690,子供らしい,こどもらしい,21168,新增5%-10%,False,0,子供らしい,こどもらしい,definition_variant,False,2721690,False,False,2,1,4,0,8,47,term_bank_163.json,1456
