jmdict_id,term,g,t,field_id,kind,severity,old,new,reason,shard,batch
1653030,闘士,18490,2,f63e1589t2,gloss,major,冠军,倡导者,champion of 是某事业的倡导者/支持者，不是比赛中的“冠军”。,2,99
1205030,各社,18524,2,f18e233t2,example,major,求职活动的时期有提前趋势，各媒体公司的面试处于其前列。,求职季一年比一年提前，这一趋势由各媒体公司的面试日程提前带动。,日文说媒体公司的面试走在求职季提前趋势的前头；原译将各公司的面试说成处于“其前列”，关系不清且不通顺。,2,99
1390060,川岸,18541,2,f35e1970t2,example,minor,几个人在河边垂线钓鱼。,几名男子在河岸边钓鱼。,fish from the riverbank 是在河岸边钓鱼，旧译“垂线钓鱼”不自然且多添了垂线方式。,2,99
2672080,タイミング良く,18559,3,f158e1878t3,example,major,比赛变得混战模样的，但四宫因套圈了集团，在终盘，确实地适时地叠加了点数而优胜了。,比赛陷入混战，但四宫套过整支车群后，在最后阶段把握时机稳定得分，最终获胜。,日英都说比赛陷入混战，四宫套过一组对手并在最后阶段把握时机持续得分而获胜；旧译“混战模样的”“适时地叠加点数”等多处误译、不通顺。,2,99
1250760,敬称,18626,0,f22e949t0,gloss,major,敬语,敬称,honorific title 是敬称，不是敬语这一整类礼貌语言。,2,99
1250760,敬称,18626,1,f22e949t1,gloss,major,敬语,敬称,honorific term of address 指敬称/尊称，旧译“敬语”范围更广且词义不同。,2,99
1629420,ブリキ,18643,0,f61e913t0,gloss,major,锡板,马口铁,ブリキ是镀锡薄钢板（tinplate，马口铁），不是锡制板材。,2,99
1629420,ブリキ,18643,1,f61e913t1,example,major,于是，猴子拿着一个小锡杯走来走去。,于是，猴子拿着一个小马口铁杯走来走去。,布里キ杯是用镀锡薄钢板制成的铁皮杯，旧译“小锡杯”误称为锡制。,2,99
1280890,綱引き,18665,1,f25e728t1,example,minor,国会的动向成了围绕这一问题执政党与在野党之间的政治拔河。,国会动向变成了执政党与在野党围绕这一问题展开的政治角力。,此处政治 tug of war 是双方围绕问题的角力，旧译“政治拔河”是生硬的字面翻译。,2,99
1581280,早合点,18667,0,f54e1364t0,gloss,minor,草率结论,贸然下结论,jumping to a hasty conclusion 表示贸然作出结论，旧译“草率结论”只是名词且未体现跳到结论的动作。,2,99
2088960,大洪水,18695,0,f104e639t0,gloss,minor,严重洪水,严重洪灾,heavy flooding 指严重的洪水灾害，“严重洪水”搭配不自然。,2,99
1416590,脱兎のごとく,18756,1,f38e1208t1,gloss,minor,尽快,以最快速度,脱兎のごとく表示速度极快；“尽快”偏向尽早完成，不一定表示速度快。,2,100
1559990,櫓,18804,2,f52e444t2,gloss,major,高木台,木制高台,high wooden stage 是木制高台/平台，原译“高木台”不是自然的中文词。,2,100
2268020,一本取られた,18837,0,f122e1828t0,gloss,major,触到了（对方）,说得有理,touché 作回应语表示承认对方说得有理/被说中，旧译“触到了对方”是把法语词面直译，无法表达该用法。,2,100
1093780,ノイローゼ,18878,0,f8e960t0,gloss,major,神经病,神经症,neurosis 的医学中文是神经症；“神经病”通常是对精神疾病患者的泛称/贬称，并非该病名。,2,100
1093780,ノイローゼ,18878,5,f8e960t5,example,major,真正的神经病会自称自己是神经病吗？,真正患神经症的人会自称自己有神经症吗？,原文问真正的 neurotics 是否会自称如此；为与病名对应，应译作神经症患者，避免用贬义泛称。,2,100
2116670,太め,18884,2,f107e32t2,example,minor,把切成四分之一的白菜切成稍粗的千丝状。,把四分之一颗白菜切成稍粗的细丝。,日文太めの千切り指稍粗的细丝；旧译“稍粗的千丝状”搭配不自然且不清楚。,2,100
2243900,共通認識,18907,0,f120e716t0,gloss,major,常识,共同认识,共通認識是多方共有的认识/理解，不是日常判断力意义的“常识”。,2,100
1157300,為政者,18918,2,f13e900t2,gloss,minor,政客,政治家,politician 在英文中是中性词，“政客”在中文通常带贬义，超出了日文和英文的语气。,2,100
1614640,義務付ける,18952,4,f60e423t4,example,minor,全员出席是义务。,所有成员都必须出席。,all members attendance is compulsory 表示所有成员都必须出席；现译“出席是义务”不自然。,2,101
2255280,ニコッと,18979,0,f121e1137t0,gloss,minor,微笑地,微笑着,ニコッと作副词表示带着微笑地，中文“微笑地”搭配生硬。,2,101
1007210,たじたじ,18981,1,f1e1660t1,gloss,minor,踉跄地,犹豫不决地,falteringly 在此是受压时犹疑、退缩的状态；“踉跄地”通常指身体步态不稳，与该义项不合。,2,101
1778530,苛立たしい,19024,2,f76e322t2,example,major,他以令人烦恼的表情回答了。,他一脸烦躁地回答。,look of annoyance 是他脸上流露出烦躁，旧译“令人烦恼的表情”说成表情令人烦恼，施受关系错了。,2,101
2646370,単,19135,4,f156e749t4,gloss,major,赢赌注,独赢投注,win bet 是投注某匹马/选手夺冠的单项投注，“赢赌注”是把赢的对象误作赌注。,2,101
1537850,厄介払い,19180,2,f49e1938t2,example,major,就这样能赶走麻烦，真是便宜，大家都非常高兴。,能以这么小的代价摆脱他，大家都很高兴。,cheaply quit of him 指以很小代价摆脱他，旧译“真是便宜”把代价说成商品价格，句义不通。,2,102
1265850,古着,19211,2,f24e132t2,example,major,我把自己的旧衣服寄卖给了跳蚤市场。,我把自己的旧衣服捐给了跳蚤市场义卖。,日文明确说将旧衣服捐给跳蚤市场的义卖；现译“寄卖”表示委托出售并取回款项，与捐赠相反。,2,102
2843320,耳につく,19243,1,f190e1514t1,gloss,minor,引起耳朵的注意,（声音等）特别引人注意,catch one's ear 指声音/表达特别引人注意，旧译“引起耳朵的注意”是生硬的逐字翻译。,2,102
1910030,右に出る,19268,4,f87e1037t4,example,minor,一旦要跳舞，就没有人能胜过迈克尔·杰克逊。,说起跳舞，没人能比得上迈克尔·杰克逊。,when it comes to dancing 限定比较领域是跳舞；旧译“一旦要跳舞”误作条件关系，表达不自然。,2,102
1126510,マート,19283,0,f10e1938t0,gloss,major,马特,商店,mart 是商店/市场类店铺，旧译“马特”只是音译，未给中文词义。,2,102
1171970,雨戸,19438,0,f14e1753t0,gloss,major,推拉式防风百叶窗,推拉式防雨板,雨戸是日本住宅的推拉式防雨风窗板，并非百叶窗。,2,103
1171970,雨戸,19438,1,f14e1753t1,example,major,暴风雨把雨户吹得嘎吱嘎吱响。,暴风雨把防雨板吹得嘎嘎作响。,日文雨戸指防雨风窗板；旧译沿用不自然的“雨户”。,2,103
2157760,揉みくちゃ,19445,2,f111e463t2,gloss,major,被围困,被人群围住,being mobbed 是被人群围住/围攻，不是被围困或遭包围困守。,2,103
1659460,取りまとめる,19506,3,f64e816t3,gloss,major,组装,汇总,取りまとめる意为收拢、整理汇总；英语 assemble 在此不表示物理组装。,2,103
1655550,調べ直す,19510,0,f64e64t0,gloss,major,重新调查,重新审查,調べ直す是再次调查或检查，重新调查过窄且不适用于复核内容。,2,103
1655550,調べ直す,19510,1,f64e64t1,gloss,major,重新调查,重新复查,review 在此是对已查内容再检查，不能一律缩窄成重新调查。,2,103
1655550,調べ直す,19510,2,f64e64t2,gloss,major,重新调查,再次核对,recheck 对应再次核对；旧译重新调查偏离核验动作。,2,103
1658900,車中,19526,0,f64e717t0,gloss,major,在火车（电车、巴士等）上,在车内（火车、电车、巴士等）,車中 泛指在车辆内，词头及英语括注包括列车、电车和巴士，不只在火车上。,2,103
1443910,電話中,19531,2,f41e349t2,example,major,通话中挂断了。,通话中断了。,日文切れてしまいました表示通话中断，未说明是有人挂断；旧译增添了挂断动作。,2,103
1265720,古巣,19564,0,f24e116t0,gloss,major,旧居,旧时常去的地方,古巣的比喻义 old haunts 指旧时熟悉或常去之处，不限于旧居。,2,103
1158200,移り変わり,19604,1,f13e1043t1,example,major,青年期被视为变化的时期。,青年期被视为过渡时期。,移り変わりの時期和 transition 指过渡阶段；“变化的时期”未表达阶段转换。,2,103
1064440,ジェラシー,19607,1,f6e720t1,example,major,嫉妒最终成为史诗的一页。,嫉妒最终点缀了史诗的一页。,日文飾りる对应装点、点缀；原译“成为……的一页”改变了谓语关系。,2,103
1317990,自信過剰,19657,2,f28e1850t2,example,major,必须注意不要变得自负。,必须注意不要过度自信。,自信过剰是过度自信，例句的 overconfidence 并不等于自负。,2,104
1177580,縁者,19711,1,f15e875t1,gloss,major,关系人,亲属,縁者的 relation 指亲属、亲戚，不是泛指关系人。,2,104
2208970,磨きをかける,19718,4,f116e954t4,example,major,肯想打磨一下自己的英语。,肯想提高自己的英语水平。,日文是想精进英语；中文“打磨英语”搭配不自然且不完整。,2,104
1014910,アウトロー,19727,0,f2e1130t0,gloss,major,亡命徒,法外之徒,outlaw 是不受法律约束或逃避法律的人，亡命徒强调逃亡，义项不等同。,2,104
1373400,雛,19740,10,f34e624t10,example,major,卢西亚诺也许能凭借强大的支持者进行战斗，但他还只是个雏鸟。,卢西亚诺或许有观众支持他，但他还只是个新手。,日文ヒヨコ及英语 wet behind the ears 都比喻新手；雏鸟在此不自然且可能被理解为幼鸟。,2,104
1903810,左耳,19750,1,f87e277t1,example,major,左耳有耳垢流出。,我左耳有分泌物流出。,耳だれ是耳部分泌物/耳漏，不是耳垢。,2,104
2200070,こよなく愛する,19757,0,f115e1141t0,gloss,major,非常地,深深地爱着,こよなく愛する是深深喜爱，原文“非常地”缺少中文谓语且语义不全。,2,104
1318700,自明の理,19762,2,f28e1958t2,gloss,major,陈词滥调,不言而喻的道理,truism 指显而易见的真理或道理，不是陈词滥调。,2,104
1432140,鎮痛剤,19795,2,f40e155t2,gloss,major,镇静剂,止痛药,鎮痛剤是止痛药；镇静剂属于另一类药物，与词头及 analgesic 不符。,2,104
1432140,鎮痛剤,19795,3,f40e155t3,gloss,major,安定剂,镇痛药,tranquilizer 是镇静剂而非鎮痛剤的释义；词头及痛感例句明确指镇痛药。,2,104
1053890,コンペ,19806,0,f5e1127t0,gloss,critical,连击,比赛,コンペ是 competition（比赛/竞赛）的缩略说法，“连击”是完全不同义项。,2,104
1300920,三色,19819,3,f27e534t3,info,major,包含三种花色相同顺子的和牌,包含三种花色各有一组相同顺子的和牌,日麻三色顺要求三种花色各有相同的顺子；原译结构不清，像是三种花色共享一个顺子。,2,104
2863131,口を叩く,19853,0,f209e969t0,gloss,major,胡言乱语,大放厥词,口を叩く在此指厚颜地说大话，英语 brazenly 不表示胡言乱语。,2,104
1701420,諸外国,19902,1,f68e1100t1,gloss,major,若干外国,一些外国,諸外国是若干外国或各个外国，‘若干外国’缺少量词，中文不成立。,2,105
1218680,危篤,19910,2,f19e927t2,example,major,你母亲危重了。,你母亲病情危重。,危篤形容病情危急；‘危重了’搭配不通顺，例句应表达病情危重。,2,105
2064070,へっぴり腰,19927,0,f101e1716t0,gloss,major,驼背,弯腰屈膝的姿势,へっぴり腰指弯腰、屈膝而畏缩的姿势，不是驼背。,2,105
2064070,へっぴり腰,19927,1,f101e1716t1,gloss,major,俯卧姿势,畏缩的姿势,英语 prone 在此指俯身姿势，非俯卧；词头描述畏缩弯身的姿态。,2,105
1897420,得になる,19959,2,f86e1476t2,example,major,任何风都能吹出好处来。,任何坏事都会让某些人受益。,日文说明任何风都会使某人得利，英语习语也指不幸会使某些人受益；旧译中文生硬且未体现坏事。,2,105
2802050,見張り役,20023,0,f171e1106t0,gloss,major,站岗,守望的人,person standing watch 指站岗守望的人，原译“站岗”是动作而非人。,2,105
2711180,尺,20046,0,f162e1429t0,gloss,major,尺,尺子,さし在此是测量用的 ruler，中文“尺”易被理解为长度单位，应译尺子。,2,105
1611880,無期限,20096,1,f59e1777t1,example,major,工会进入了无期限罢工。,工会举行了无限期罢工。,JA 入った表示开始罢工；原译‘进入了罢工’是生硬搭配。,2,105
1152050,悪酔い,20163,1,f12e1785t1,gloss,major,因饮酒而生病,喝酒后身体不适,悪酔い是饮酒后难受/醉酒不适，不是因饮酒生病。,2,106
1152050,悪酔い,20163,2,f12e1785t2,example,major,廉价的日本酒容易让人醉后生病。,廉价的日本酒容易让人醉后难受。,JA 悪酔いします表示喝了廉价日本酒后醉酒不适，并非会生病。,2,106
1978310,確定的,20234,1,f93e816t1,gloss,major,确信的,确定的,確定的意为确定、明确；“确信的”表示主体相信某事，语义不同。,2,106
2705680,様方,20239,0,f162e326t0,gloss,major,转交,由……转交,様方是地址中某户主姓名后的 c/o 标记，意为由该人转交，并非单独的转交动作。,2,106
2705680,様方,20239,1,f162e326t1,gloss,major,转交,由……转交,c/o 在地址中标注由收件人名下联系人转交，旧译没有说明代收/转交关系。,2,106
1359380,信心,20244,3,f32e1781t3,gloss,major,奉献,虔敬,信心的 devotion 是宗教虔敬/虔诚，不是奉献这一行为。,2,106
2826185,重い腰を上げる,20252,0,f174e446t0,gloss,major,振作起来,终于采取行动,重い腰を上げる指不情愿地终于开始行动，不是振作精神。,2,106
2826185,重い腰を上げる,20252,1,f174e446t1,gloss,major,振作起来,终于行动起来,bestir oneself 是鼓起劲采取行动，原译振作起来改变为情绪状态。,2,106
2835420,欲を言えば,20267,1,f183e326t1,gloss,major,若有所求,如果还要奢求的话,欲を言えば表示若要再多提要求/奢求的话；若有所求意思不同且不自然。,2,106
1468110,年の功,20276,3,f43e1132t3,example,major,不如龟甲，不如年长的智慧。,姜还是老的辣。,日文例句是年の功的谚语，意为年长者凭经验更有智慧；现译把龟甲拆字并误解成比较。,2,106
1527720,未然,20322,2,f49e127t2,example,major,政府未采取适当措施，未能防患于未然地阻止感染扩散。,政府没有采取适当措施防止感染扩散。,JA 说政府没有采取合适措施以防止感染扩散；旧译结构‘未能防患于未然地阻止’不通顺且重复表达否定。,2,106
2837240,何故に,20351,1,f184e1854t1,gloss,major,如何,为什么,何故に是‘为什么/为何’，不是 how（如何）。,2,106
1389740,専ら,20388,3,f35e1889t3,gloss,major,排他地,专门地,もっぱら表示专门、仅限，中文‘排他地’对应的排他概念不适用于此处。,2,107
1630040,垢抜ける,20392,0,f61e1048t0,gloss,major,变得有教养,变得优雅,垢抜ける指变得时髦、优雅或老练，不表示变得有教养。,2,107
1249620,刑期,20416,1,f22e762t1,example,major,他服了十年的刑期。,他服了十年刑。,中文通常说‘服刑’，不说‘服刑期’；日文与英文都明确是服刑十年。,2,107
2835936,思いを巡らせる,20418,4,f183e1278t4,gloss,major,反省,思索,思いを巡らせる是沉思、思索，不是带有自我检讨含义的反省。,2,107
1625840,白骨,20427,1,f61e220t1,gloss,major,白骨,骨骼,skeleton 对应骨骼；白骨描述遗骸/白骨，与 t0 重复且范围不同。,2,107
2258570,猛り狂う,20440,2,f121e1778t2,example,major,像狂暴的海浪一样，一个部落猛烈地奔跑。,一族猛烈地奔跑，如同狂暴海上的风暴。,JA 比喻猛跑如狂暴海上的风暴；原译把风暴改成海浪，并把一族处理成单个部落。,2,107
2012460,溺れ死ぬ,20444,1,f96e1768t1,gloss,major,溺水,淹死,词头明示溺れ死ぬ，译为溺水没有说明死亡。,2,107
2012460,溺れ死ぬ,20445,1,f96e1767t1,gloss,major,溺水,淹死,词头明示溺れ死ぬ，译为溺水没有说明死亡。,2,107
1776380,すきま風,20491,4,f75e1923t4,gloss,major,两人之间产生的冷风,两人关系的冷淡,此处冷风是关系疏远的比喻义，不是两人之间真的吹起冷风。,2,107
2863347,栄養補給,20520,0,f209e1372t0,gloss,major,膳食补充剂,营养补充,栄養補給指补充营养的行为，不是作为产品的膳食补充剂。,2,107
2860391,学術的,20543,1,f206e1735t1,gloss,major,学者的,学术性的,scholarly 作形容词表示学术性的；‘学者的’表示归属学者。,2,107
1593470,衣更え,20591,0,f56e1502t0,gloss,critical,可怕的,季节性换衣,衣更え意为换季更衣；现译‘可怕的’明显是字段内容错位。,2,108
1593470,衣更え,20591,1,f56e1502t1,gloss,critical,令人恐惧的,换季更衣,原文是为季节变化更换衣物，现译‘令人恐惧的’与源义无关。,2,108
1593470,衣更え,20591,2,f56e1502t2,note,critical,阴森森的,读作“ころもがえ”时是“更衣”的训读,备注说明该读音是更衣的训读；现译阴森森的与日文备注无关。,2,108
1593470,衣更え,20591,3,f56e1502t3,example,critical,可怕的,我该开始换季更衣了。,JA そろそろ衣替えしなくちゃ表示差不多该换季更衣；现译可怕的完全错位。,2,108
1593470,衣更え,20591,4,f56e1502t4,xref,critical,他以为你在害怕蛇。,① 换衣服,xref 英文是 changing one's clothes；现译关于害怕蛇的句子与引用义无关。,2,108
1593470,衣更え,20591,5,f56e1502t5,gloss,critical,可怕的,翻新,衣更え的比喻义为翻新/改装；现译可怕的明显错位。,2,108
1593470,衣更え,20591,6,f56e1502t6,gloss,critical,令人恐惧的,翻新改造,facelift 在此表示外观翻新改造；现译令人恐惧的与词义无关。,2,108
1593470,衣更え,20591,7,f56e1502t7,gloss,critical,阴森森的,重新设计,redesign 是重新设计；现译阴森森的明显来自错位内容。,2,108
1593470,衣更え,20591,8,f56e1502t8,gloss,critical,可怕的,重新装修,redecoration 是重新装修；现译可怕的与源义无关。,2,108
1593470,衣更え,20591,9,f56e1502t9,gloss,critical,他以为你在害怕蛇。,新面貌,new appearance 指新的外观/面貌；现译害怕蛇的句子明显错位。,2,108
1593470,衣更え,20591,10,f56e1502t10,gloss,critical,（水流）湍急的,焕然一新,fresh look 指焕然一新的面貌；现译（水流）湍急的与源义无关。,2,108
1795430,記憶障害,20608,3,f77e1910t3,example,major,他的失忆与其说是物理性的记忆障碍，不如说是心理性的障碍。,他的失忆与其说是躯体性记忆障碍，不如说是心理障碍。,JA 对比物理性与心理性障碍；中文‘物理性的’搭配不当，应表达躯体性/器质性记忆障碍。,2,108
1573140,賽銭,20612,0,f53e1109t0,gloss,major,供钱,供奉的钱,賽銭是投入神社或寺庙赛钱箱的供奉钱，不是普通的供钱。,2,108
1573140,賽銭,20612,1,f53e1109t1,gloss,major,供品,捐款,offertory 在此是宗教捐献的钱款，不是实物供品。,2,108
2250400,通用口,20643,1,f121e127t1,gloss,major,店员入口,货运入口,tradesman's entrance 是供送货/维修人员使用的服务入口，不只是店员入口。,2,108
2845325,実によく,20659,4,f192e1092t4,example,major,他是个非常能干的人，所以我相信他在新工作中一定会成功。,他工作非常卖力，所以我相信他能在新工作中取得成功。,JA 实によく働く指工作非常努力；现译‘非常能干’遗漏了努力工作的含义。,2,108
1068660,スクリュー,20719,0,f6e1331t0,gloss,major,螺旋,螺旋桨,例句日文指船舶螺旋桨（渔网缠在其中），不是抽象的螺旋。,2,108
1068660,スクリュー,20719,4,f6e1331t4,gloss,major,螺旋,螺旋桨,该英文义是 screw propeller 的简称，应译螺旋桨，不是螺旋形状。,2,108
1233230,享楽,20726,2,f20e1854t2,example,major,除了享受出生与死亡之间的时光，对这两者别无他法。,除了尽情享受生与死之间的人生，我们对生死别无他法。,日文强调在诞生与死亡之间享乐；原译将其说成享受两者之间的时光，中文结构生硬。,2,108
2836111,気前よく,20751,3,f183e1617t3,example,major,那位不动产中介在银花钱花得很大方。,那位房地产经纪人在银座花钱很大方。,JA 明确为银座（銀座），原译‘银’漏掉‘座’，且‘不动产屋’应按语境译为房地产经纪人。,2,108
2851292,安全策,20777,0,f198e72t0,gloss,major,安全对策,稳妥方案,安全策指稳妥、安全的方案，不是安全对策。,2,108
2851292,安全策,20777,1,f198e72t1,gloss,major,安全对策,稳妥的一步,safe move 指稳妥的一步棋/行动，‘安全对策’改变了词义。,2,108
2851292,安全策,20777,2,f198e72t2,gloss,major,安全对策,稳健的打法,safe play 指稳健的策略或打法，不是安全对策。,2,108
2851292,安全策,20777,3,f198e72t3,gloss,major,安全对策,预防措施,precautions 应译预防措施，不是‘安全对策’这一不自然搭配。,2,108
2860801,シット,20786,3,f207e461t3,note,major,狗指令,犬类训练口令,note 说明这是对狗的口令，中文‘狗指令’搭配不当。,2,108
2250990,コミュ,20822,2,f121e235t2,example,major,有付费会员专属社区加入的特典。,有加入付费会员专属社区的特权。,日文说明可加入付费会员专属社区的优惠；原译语序不自然且关系不清。,2,109
1203280,他に,20830,3,f17e1914t3,example,major,除了别人，还有谁参加了派对？,还有谁参加了派对？,日文他に誰が与英文 who else 都是‘还有谁’，原译‘除了别人’重复且改变句意。,2,109
1252420,警察庁,20833,0,f22e1498t0,gloss,major,国家警察厅,日本警察厅,警察庁是日本国家警察机构；‘国家警察厅’缺少国家名，可能被理解为其他国家机构。,2,109
1252420,警察庁,20833,1,f22e1498t1,gloss,major,国家警察厅,日本警察厅,NPA 在本条指日本警察厅，不是笼统的国家警察厅。,2,109
1732510,番手,20881,3,f71e1117t3,example,major,泰德是该棒球队的二垒手。,泰德是该棒球队的第二投手。,原文称他为球队第二顺位选手，英语明确为 second pitcher；‘二垒手’是不同的防守位置。,2,109
1370060,尽かす,20910,4,f33e1941t4,gloss,major,耗尽某人的礼貌,耗尽某人的耐心,愛想尽かされる及词义说明与厌烦、失去耐心相关，‘礼貌’不能表达这里的词义。,2,109
1635800,潤滑,20939,1,f62e194t1,gloss,major,润滑,顺滑,smoothness 是顺滑、流畅的状态，不是润滑这一动作。,2,109
1694930,お題目,20951,0,f67e1942t0,gloss,critical,南岳真言,南无妙法莲华经,日莲宗唱题是称念‘南无妙法莲华经’，不是南岳真言。,2,109
1694930,お題目,20951,1,f67e1942t1,xref,critical,③ 南岳真言,③ 南无妙法莲华经,xref 指日莲宗唱题，现译南岳真言是错误的佛教名词。,2,109
1522320,本格化,21005,0,f48e1121t0,gloss,major,正规化,全面展开,本格化指进入全面/正式阶段，不是 regularization（正规化）。,2,109
1522320,本格化,21005,1,f48e1121t1,gloss,major,正规化,全面展开,本格化意为全面展开或正式化；‘正规化’是另一概念。,2,109
1934110,健康管理,21051,3,f89e962t3,example,major,没有足够的医生能给孩子们提供适当的医疗保健。,没有足够的医生来为孩子们提供适当的健康管理。,JA 说缺少能为孩子提供适当健康管理的医生；这里不是泛指医疗保健服务。,2,110
1445210,度数,21068,3,f41e624t3,example,major,NTT已废止300度以上的电话卡。,NTT已废止余额超过300度数的电话卡。,日文指电话卡剩余的使用单位度数，不是温度或角度；原译‘300度’会误解为物理度数。,2,110
1621130,男勝り,21113,1,f60e1413t1,gloss,major,有精神的,豪爽的,男勝り形容女性有男子气概、豪爽，不是一般的精神状态。,2,110
2031180,自由奔放,21170,1,f98e1128t1,gloss,major,恣意妄为,不受拘束地行事,自由奔放描述不受拘束、随性而为，不带恣意妄为的负面指责。,2,110
2031180,自由奔放,21170,2,f98e1128t2,gloss,major,肆意放纵,自由自在,freewheeling 对应自由随性，‘肆意放纵’无依据地添加负面意味。,2,110
2034310,鼻にかける,21185,2,f98e1784t2,example,major,别那么夸夸其谈。,别太拿那件事炫耀。,鼻にかける是把某事当作资本而炫耀，例句不是泛指夸夸其谈。,2,110
1157950,異端者,21188,0,f13e1009t0,gloss,major,异端者,异教徒,heathen 指异教徒，不等于泛指异端者。,2,110
1157950,異端者,21188,2,f13e1009t2,gloss,major,异端者,异教徒,pagan 指异教徒；原译异端者会混淆宗教身份与教义异端。,2,110
1157950,異端者,21188,3,f13e1009t3,gloss,major,异端者,特立独行者,nonconformist 指不墨守成规者，不必是宗教异端。,2,110
1157950,異端者,21188,4,f13e1009t4,gloss,major,异端者,自由思想者,freethinker 是自由思想者，非泛指异端者。,2,110
1157950,異端者,21188,5,f13e1009t5,gloss,major,异端者,破除传统者,iconoclast 比喻挑战或打破传统观念的人，不只是异端者。,2,110
1157950,異端者,21188,6,f13e1009t6,gloss,major,异端者,叛逆者,rebel 指叛逆者/反叛者，与异端者的宗教教义含义不同。,2,110
1383710,跡目,21214,0,f35e677t0,gloss,major,家业,家族继承人之位,跡目指家族或家业的继承权/继承人身份，不是家业本身。,2,110
1383710,跡目,21214,1,f35e677t1,gloss,major,家产,家族财产,family property 是家族财产，原译家产可用，但为对应义项明确其所属。,2,110
1895930,手間を取る,21238,0,f86e1275t0,gloss,major,耽搁,耽误时间,手間を取る指占用/耽误时间，不是被动地遭到耽搁。,2,110
2533190,息急き,21263,0,f145e1200t0,gloss,major,喘息,气喘,息急き是气喘吁吁，不是作为疾病名称的喘息。,2,111
2533190,息急き,21263,1,f145e1200t1,gloss,major,喘息,喘气,gasp 指喘气/倒吸气，‘喘息’易被理解为哮喘疾病。,2,111
1335280,従兄,21348,1,f30e1317t1,example,major,史密斯一家是我们的堂（表）兄。,史密斯一家是我们的堂（表）亲。,例句说史密斯一家是我们的 cousins，未限定为年长男性堂表兄。,2,111
1361950,新進気鋭,21350,2,f33e324t2,example,major,他就是被报纸作为后起之秀学者介绍的男子吗？,他就是报纸报道的那位新锐学者吗？,JA 指报纸把他介绍为新进锐气的学者；现译语序生硬且误把‘作为’理解成比较对象。,2,111
1399490,奏者,21363,2,f36e1792t2,example,critical,保姆,比如双簧管演奏者中，有些人觉得与其寻找适合自己的簧片，不如自己做来得快。,日英原文都描述双簧管演奏者自制簧片；现译‘保姆’与内容完全无关。,2,111
2852347,レイヤー,21388,0,f199e349t0,gloss,major,cosplayer,角色扮演者,cosplayer 指角色扮演者，原文保留英文未译。,2,111
2852347,レイヤー,21388,1,f199e349t1,xref,major,cosplayer,角色扮演者,xref 指 cosplayer，应给出中文释义而非原样保留英文。,2,111
1573210,贔屓にする,21404,4,f53e1127t4,gloss,major,对……有偏见,偏爱,to be partial to 是偏爱某人/物，不是带有负面含义的偏见。,2,111
2843586,妹君,21418,0,f190e1979t0,gloss,major,（妹妹）,（敬称）令妹,妹君是对他人妹妹的敬称；原译只写普通称谓且未体现敬意。,2,111
1466460,入籍,21422,0,f43e880t0,gloss,major,登记（婚姻等）于户籍,办理婚姻等户籍登记,入籍指将婚姻等事项登记入户籍，旧译‘登记于户籍’不自然。,2,111
1600060,猫なで声,21438,3,f57e1923t3,example,major,就算用那种猫抚声说话，我也不会被骗。,就算用那种甜腻的声音说话，我也不会被骗。,猫なで声指讨好、甜腻的声音；‘猫抚声’是生硬直译。,2,111
1663950,使い走り,21463,4,f64e1720t4,gloss,major,临时工,杂役,dogsbody 指被差遣做杂务的人，不是临时雇员。,2,111
2402170,調子を合わせる,21531,2,f133e1500t2,example,major,他几乎能和任何人协调一致。,他几乎能迎合所有人。,调子を合わせる表示顺着对方、迎合对方；协调一致不自然地改变为双方达成一致。,2,112
1631740,がましい,21539,5,f61e1388t5,example,major,虽然催促归还，但恐怕会让您感到为难，能否请您归还前几天借出的钱？,虽然这样说可能显得催促，但很抱歉，能否请您归还前几天借给您的钱？,催促がましくて恐縮ですが表示担心听起来像在催促；原译结构不顺且漏掉了借出关系。,2,112
1853350,斜に構える,21558,0,f83e1523t0,gloss,major,横架（刀剑）,斜持（刀剑）,斜に構える的字面义是斜持刀剑；横架改变了姿势方向。,2,112
1467190,任期,21607,1,f43e991t1,example,major,肯尼迪总统遇刺时，林登·约翰逊接任了总统任期。,肯尼迪总统遇刺时，林登·约翰逊接任了总统一职。,任期是职务任期而非接任对象；英语与日文都说约翰逊接任总统。,2,112
2104110,発破を掛ける,21620,1,f105e1641t1,gloss,major,激怒某人,鼓动某人,发破を掛ける的比喻义是激励、催促某人行动，不是使某人发怒。,2,112
2830279,いい子ちゃん,21652,2,f178e351t2,gloss,major,乖孩子,老师的宠儿,teacher's pet 指老师特别偏爱的学生，不是一般的乖孩子。,2,112
1633160,肩をいからせる,21698,0,f61e1703t0,gloss,major,耸肩（以示威）,耸起双肩（以示威）,肩をいからせる是耸起/挺起肩膀摆出威吓姿势，不是普通的耸肩动作。,2,112
1592700,検死,21724,2,f56e1248t2,gloss,major,验尸官的验尸,验尸官调查（死因调查）,coroner's inquest 是验尸官主持的死因调查，不是验尸官亲自验尸。,2,113
1795760,理屈っぽい,21743,0,f77e1975t0,gloss,major,爱讲道理的,好争辩的,りくつっぽい带有爱争辩、爱抬杠的意味；‘爱讲道理’容易被理解为褒义。,2,113
1601130,針鼠,21848,0,f58e411t0,gloss,critical,刺猬（鼯鼠科的任何哺乳动物）,刺猬（刺猬科的任何哺乳动物）,英语明确为 Erinaceidae（刺猬科），原译误写成鼯鼠科。,2,113
